"building.class.category","sale.price.n","gross.sqft","land.sqft","year.built"
"2 Two Dwelling",460,2944,4000,1925
"2 Two Dwelling",560,2040,2000,1930
"2 Two Dwelling",560,2160,2535,1930
"2 Two Dwelling",540,2160,2145,1930
"2 Two Dwelling",629,1548,2300,1930
"2 Two Dwelling",365,1920,1220,1920
"2 Two Dwelling",564,2217,3000,1955
"2 Two Dwelling",539,2052,3084,1940
"2 Two Dwelling",550,2040,1758,1930
"2 Two Dwelling",395.2,2040,1758,1930
"2 Two Dwelling",218.5,1785,1767,1930
"2 Two Dwelling",285,1938,1783,1940
"2 Two Dwelling",520,2040,1783,1940
"2 Two Dwelling",679.8,1938,1775,1935
"2 Two Dwelling",380,1938,1775,1935
"2 Two Dwelling",153,1360,1600,1930
"2 Two Dwelling",385,1938,1828,1930
"2 Two Dwelling",210,1820,3000,1950
"2 Two Dwelling",465,1785,2700,1940
"2 Two Dwelling",545,2168,2050,1905
"2 Two Dwelling",780,2168,2050,1905
"2 Two Dwelling",515,1710,1800,1940
"2 Two Dwelling",293.5,2582,3000,1920
"2 Two Dwelling",505,2909,3500,1920
"2 Two Dwelling",975,2585,4000,1910
"2 Two Dwelling",770,2585,4000,1910
"2 Two Dwelling",100,2258,4000,1925
"2 Two Dwelling",650,3065,4000,1930
"2 Two Dwelling",5,2400,2039,2008
"2 Two Dwelling",600,2709,4000,1910
"2 Two Dwelling",925,1966,4100,1910
"2 Two Dwelling",750,2034,4100,1910
"2 Two Dwelling",715,1888,4000,1920
"2 Two Dwelling",650,1980,2000,1915
"2 Two Dwelling",660,2102,4000,1905
"2 Two Dwelling",825,2940,1998,1930
"2 Two Dwelling",635,1836,4000,1925
"2 Two Dwelling",815,1408,2625,1925
"2 Two Dwelling",700,2282,2600,1925
"2 Two Dwelling",755,2100,2068,2007
"2 Two Dwelling",850,1374,2000,1925
"2 Two Dwelling",499,1374,2000,1925
"2 Two Dwelling",945,2680,2420,1935
"2 Two Dwelling",1600,3762,4000,1920
"2 Two Dwelling",700,2080,1800,1925
"2 Two Dwelling",850,2000,4000,1930
"2 Two Dwelling",590,1600,4000,1931
"2 Two Dwelling",570,2578,4000,1899
"2 Two Dwelling",499.5,2000,2000,1925
"2 Two Dwelling",712.5,2157,2765,1920
"2 Two Dwelling",470,1075,2000,1945
"2 Two Dwelling",450,2400,2000,1940
"2 Two Dwelling",550,1404,2000,1920
"2 Two Dwelling",485,1432,2500,1925
"2 Two Dwelling",475,2560,1800,1931
"2 Two Dwelling",500,1701,2117,1955
"2 Two Dwelling",445,1906,2640,1940
"2 Two Dwelling",635,1596,1992,1940
"2 Two Dwelling",38,2072,1620,1940
"2 Two Dwelling",315,1670,2000,1940
"2 Two Dwelling",679,2400,2000,1960
"2 Two Dwelling",539,2700,2000,1965
"2 Two Dwelling",610,2700,2000,1960
"2 Two Dwelling",516,2280,2000,1955
"2 Two Dwelling",888.903,2280,2000,1955
"2 Two Dwelling",515,2280,1983,1955
"2 Two Dwelling",48.485,2288,2425,1960
"2 Two Dwelling",599,2692,2200,1960
"2 Two Dwelling",545,3074,3000,1960
"3 Three Dwelling",300,1425,1967,1910
"3 Three Dwelling",949.999,3494,4000,1950
"3 Three Dwelling",700,2500,2000,1920
"3 Three Dwelling",660,2952,2000,1950
"3 Three Dwelling",550,2337,2000,1950
"3 Three Dwelling",421,2784,2000,1920
"3 Three Dwelling",545,2433,2000,1945
"3 Three Dwelling",550,2028,1967,1910
"3 Three Dwelling",445,3120,2000,2007
"3 Three Dwelling",150,3120,2000,2007
"3 Three Dwelling",720,2144,2000,1910
"3 Three Dwelling",700,3120,2000,2008
"3 Three Dwelling",320,2000,2050,1910
"3 Three Dwelling",444.063,1274,1850,1920
"3 Three Dwelling",585,3216,2000,1910
"3 Three Dwelling",499,1976,1967,1910
"3 Three Dwelling",1,1976,1967,1910
"3 Three Dwelling",310,2184,2000,1899
"3 Three Dwelling",10,2176,2000,1920
"3 Three Dwelling",250.375,1696,2000,1910
"3 Three Dwelling",558.5,2432,2000,1920
"3 Three Dwelling",270.129,2556,2000,1920
"3 Three Dwelling",700,2080,2500,1935
"3 Three Dwelling",308.75,2064,4000,1920
"3 Three Dwelling",642,2688,2760,1920
"3 Three Dwelling",525,1836,1742,1930
"3 Three Dwelling",800,2048,2050,1905
"3 Three Dwelling",185,2048,2050,1905
"3 Three Dwelling",565,2144,2050,1905
"3 Three Dwelling",770,2100,2000,1905
"3 Three Dwelling",750,3600,2000,2007
"3 Three Dwelling",750,3600,2000,2007
"3 Three Dwelling",600,1952,4000,1915
"3 Three Dwelling",642.6,3984,2000,1935
"3 Three Dwelling",533,3984,2000,1935
"3 Three Dwelling",759,3288,2533,2005
"3 Three Dwelling",759,2859,2123,2005
"3 Three Dwelling",700,3540,3000,1970
"3 Three Dwelling",330,3540,3000,1970
"3 Three Dwelling",675,3720,2000,1925
"3 Three Dwelling",775,2304,1800,1925
"3 Three Dwelling",550,3432,4470,1988
"3 Three Dwelling",450,2527,1960,1940
"1 One Dwelling",1737.5,1360,2083,1910
"1 One Dwelling",925,1765,1800,1910
"1 One Dwelling",1890,1648,2000,1910
"1 One Dwelling",2100,2656,2050,1905
"1 One Dwelling",2150,2728,2050,1905
"1 One Dwelling",700,2200,2000,1931
"1 One Dwelling",1215,1558,4000,1925
"1 One Dwelling",1320,2180,2000,1910
"1 One Dwelling",630,2180,2000,1910
"1 One Dwelling",2025,3373,5000,1925
"1 One Dwelling",2400,3848,2000,1901
"1 One Dwelling",2250,3848,2000,1910
"1 One Dwelling",2355,3956,2000,1910
"1 One Dwelling",1850,2058,2300,1905
"1 One Dwelling",1550,2304,1775,1930
"1 One Dwelling",1500,1800,2050,1901
"1 One Dwelling",1199,1272,1983,1901
"1 One Dwelling",1750,4056,2000,1910
"1 One Dwelling",1200,1680,3500,1925
"1 One Dwelling",1793,2281,2000,1910
"1 One Dwelling",1450,1926,4240,1920
"1 One Dwelling",1750,1806,5168,1910
"1 One Dwelling",1745,1700,2253,1905
"2 Two Dwelling",900,3000,1800,1925
"2 Two Dwelling",1450,2640,2573,1930
"2 Two Dwelling",900,2360,2000,1899
"2 Two Dwelling",875,2360,2000,1899
"2 Two Dwelling",900,4000,1640,1899
"2 Two Dwelling",1650,3108,2665,1925
"2 Two Dwelling",1500,3249,2050,1905
"2 Two Dwelling",1475,2128,2050,1905
"2 Two Dwelling",800,3000,1730,1925
"2 Two Dwelling",1350,2080,2050,1905
"2 Two Dwelling",1029,1808,2050,1920
"2 Two Dwelling",703.8,2754,2000,1910
"2 Two Dwelling",1399,1880,2129,1901
"2 Two Dwelling",948,2060,2111,1910
"2 Two Dwelling",640,2060,2111,1910
"2 Two Dwelling",1710,4365,1950,1928
"2 Two Dwelling",900,4400,1700,1910
"2 Two Dwelling",1200,1980,2050,1905
"2 Two Dwelling",807,1980,2050,1905
"2 Two Dwelling",870,1900,2042,1920
"2 Two Dwelling",1250,3510,1474,1925
"2 Two Dwelling",1200,3420,1436,1925
"2 Two Dwelling",1445,4800,1700,1910
"2 Two Dwelling",800,4800,1700,1910
"2 Two Dwelling",878,3010,1600,1930
"2 Two Dwelling",910.078,3120,2000,1901
"2 Two Dwelling",1015,2916,2000,1910
"2 Two Dwelling",790,2128,2000,1910
"2 Two Dwelling",724,1680,1720,1920
"2 Two Dwelling",1655,4560,2120,2015
"2 Two Dwelling",900,2763,1500,1925
"2 Two Dwelling",1050,3300,1480,1925
"3 Three Dwelling",900,3060,1757,1899
"3 Three Dwelling",2645,2994,2750,1901
"3 Three Dwelling",1100,3072,3000,1901
"3 Three Dwelling",2125,3372,2685,1910
"1 One Dwelling",700,1800,1858,1920
"1 One Dwelling",530,1200,1800,1920
"1 One Dwelling",840,1648,2348,1920
"1 One Dwelling",550,648,2200,1910
"1 One Dwelling",6,1520,800,1925
"1 One Dwelling",230,1048,4000,1920
"1 One Dwelling",308,1152,1600,1945
"1 One Dwelling",380,1368,2200,1945
"1 One Dwelling",550,2000,2000,1931
"1 One Dwelling",392,1600,1906,1940
"1 One Dwelling",630,1782,1800,1935
"1 One Dwelling",355.1,1296,1800,1945
"1 One Dwelling",575,2037,2200,1945
"1 One Dwelling",1350,2500,2000,1931
"1 One Dwelling",557,2304,1900,1930
"1 One Dwelling",210,2304,1900,1930
"1 One Dwelling",580,1500,1975,1930
"1 One Dwelling",510,2556,1841,1940
"1 One Dwelling",283.92,1400,2200,1920
"1 One Dwelling",415,1400,2200,1920
"1 One Dwelling",350,448,1470,1910
"1 One Dwelling",560,1416,1551,1925
"1 One Dwelling",550,1500,2200,1910
"1 One Dwelling",400,1416,1551,1925
"1 One Dwelling",470.2,960,1300,1930
"1 One Dwelling",4,960,1300,1930
"1 One Dwelling",550.5,960,1158,1930
"1 One Dwelling",400,960,1250,1930
"1 One Dwelling",430,960,1175,1930
"1 One Dwelling",320,714,1713,1910
"1 One Dwelling",300,1080,2000,1901
"1 One Dwelling",675,756,2000,1899
"1 One Dwelling",551,824,2000,1945
"1 One Dwelling",450,824,2000,1945
"1 One Dwelling",1978,2184,5000,1901
"1 One Dwelling",325,1312,2576,1935
"1 One Dwelling",500,1472,2075,1920
"1 One Dwelling",800,1496,2666,1925
"1 One Dwelling",1600,1360,2408,1925
"1 One Dwelling",540,2234,2220,1925
"1 One Dwelling",525,1392,2071,1930
"1 One Dwelling",450,1710,3917,1925
"1 One Dwelling",565,2056,2080,1945
"1 One Dwelling",201.303,2056,2080,1945
"1 One Dwelling",491,2178,1920,1945
"1 One Dwelling",520,1683,1800,1945
"1 One Dwelling",242.5,1683,1800,1945
"2 Two Dwelling",580,1500,1698,1899
"2 Two Dwelling",1125,4692,3076,1930
"2 Two Dwelling",1375,4880,4135,1930
"2 Two Dwelling",702,3120,1800,1935
"2 Two Dwelling",885,2080,1800,1920
"2 Two Dwelling",885,1648,2300,1920
"2 Two Dwelling",950,2784,2750,1920
"2 Two Dwelling",540,2320,1900,1930
"2 Two Dwelling",350,1672,1600,1940
"2 Two Dwelling",545,1672,1600,1940
"2 Two Dwelling",401,1680,1600,1940
"2 Two Dwelling",1098.328,3842,2972,1925
"2 Two Dwelling",500,2480,1800,1931
"2 Two Dwelling",500,2480,1800,1931
"2 Two Dwelling",349.83,1408,1203,1945
"2 Two Dwelling",591.171,1408,1203,1945
"2 Two Dwelling",640,3308,1900,1925
"2 Two Dwelling",750,3308,1900,1925
"2 Two Dwelling",500,2440,4000,1940
"2 Two Dwelling",335,1740,1540,1935
"2 Two Dwelling",582,1728,1600,1945
"2 Two Dwelling",550,1767,2200,1945
"2 Two Dwelling",155,1767,2200,1945
"2 Two Dwelling",555,2235,2225,1935
"2 Two Dwelling",228,3586,1653,1930
"2 Two Dwelling",620,3360,2483,1930
"2 Two Dwelling",615,2240,2483,1930
"2 Two Dwelling",460,5380,2000,1910
"2 Two Dwelling",422,5380,2000,1910
"2 Two Dwelling",150,1732,2115,1940
"2 Two Dwelling",663,4548,2800,1930
"2 Two Dwelling",550,1690,4000,1901
"2 Two Dwelling",370,1930,1800,1945
"2 Two Dwelling",270,1674,1995,1940
"2 Two Dwelling",720,1845,4000,1910
"2 Two Dwelling",560,2278,1827,1940
"2 Two Dwelling",570,1922,2200,1950
"2 Two Dwelling",500,3280,2492,1910
"2 Two Dwelling",440,2200,1983,1930
"2 Two Dwelling",37.264,2720,2425,1925
"2 Two Dwelling",700,2160,1800,1920
"2 Two Dwelling",675,2520,2000,1940
"2 Two Dwelling",525,1520,2000,1910
"2 Two Dwelling",800,2900,2417,1925
"2 Two Dwelling",800,2320,2417,1925
"2 Two Dwelling",393.298,2320,2417,1925
"2 Two Dwelling",700,1960,2300,1955
"2 Two Dwelling",775,1760,1800,1955
"2 Two Dwelling",793,3410,2500,1940
"2 Two Dwelling",525,900,2268,1945
"2 Two Dwelling",373,1527,1680,1945
"2 Two Dwelling",371.15,1527,1680,1945
"2 Two Dwelling",300,1720,2000,1950
"2 Two Dwelling",850,3000,1710,1930
"2 Two Dwelling",1978,2140,5000,1901
"2 Two Dwelling",1940,3710,6000,1901
"2 Two Dwelling",465,2104,2088,1945
"2 Two Dwelling",350,2104,2088,1945
"2 Two Dwelling",684,1360,2500,1925
"2 Two Dwelling",595,1920,2000,1925
"2 Two Dwelling",10,1504,2000,1901
"2 Two Dwelling",745,1774,2117,1925
"2 Two Dwelling",430,1952,2000,1920
"2 Two Dwelling",560,2600,3133,1920
"3 Three Dwelling",399.999,3200,2500,1930
"3 Three Dwelling",450,2680,2500,1925
"3 Three Dwelling",570,2950,2000,1940
"3 Three Dwelling",628,2950,2000,1940
"3 Three Dwelling",520,3288,2500,1930
"3 Three Dwelling",669,3288,2500,1930
"3 Three Dwelling",472,2600,2500,1930
"3 Three Dwelling",140.928,3675,2500,1930
"3 Three Dwelling",200,2736,2500,1920
"3 Three Dwelling",775,2760,2800,1920
"3 Three Dwelling",532.5,2860,2000,1950
"3 Three Dwelling",552,2860,2000,1950
"3 Three Dwelling",685,2680,3000,1930
"3 Three Dwelling",169.75,1400,1500,1910
"3 Three Dwelling",575,2720,2425,1925
"3 Three Dwelling",615,2272,2600,1920
"3 Three Dwelling",505,2766,1512,1935
"3 Three Dwelling",500,1800,1800,1998
"3 Three Dwelling",970,3720,2200,2004
"3 Three Dwelling",1387.546,4125,2000,2014
"3 Three Dwelling",975,3225,2000,2007
"3 Three Dwelling",1494.537,3210,2000,2014
"3 Three Dwelling",1107,2520,2700,1925
"3 Three Dwelling",445,2308,2600,1931
"3 Three Dwelling",539,3180,2000,2006
"3 Three Dwelling",374,2600,2050,1920
"1 One Dwelling",490,957,2150,1940
"1 One Dwelling",315.525,957,2150,1940
"1 One Dwelling",345,1056,1600,1940
"1 One Dwelling",407.5,906,2600,1950
"1 One Dwelling",396.44,924,2150,1950
"1 One Dwelling",350,900,3375,1950
"1 One Dwelling",432,816,4350,1950
"1 One Dwelling",440,886,5000,1920
"1 One Dwelling",10,1012,2392,1940
"1 One Dwelling",335,1830,1800,1945
"1 One Dwelling",130,990,4000,1925
"1 One Dwelling",350,1296,1800,1945
"1 One Dwelling",310,1296,1800,1945
"1 One Dwelling",55,616,2000,1925
"1 One Dwelling",365,1664,2067,1930
"1 One Dwelling",452,1773,1817,1940
"1 One Dwelling",426.5,1440,2500,1925
"1 One Dwelling",590,1600,2400,1940
"1 One Dwelling",589,1600,2050,1920
"1 One Dwelling",475,1400,2500,1920
"1 One Dwelling",718,1872,2200,1930
"1 One Dwelling",599,1872,2200,1930
"1 One Dwelling",615,1872,2500,1930
"1 One Dwelling",551.2,2180,2000,1960
"1 One Dwelling",663,2180,3000,1960
"1 One Dwelling",185,1562,2000,1915
"1 One Dwelling",371,924,1900,1920
"1 One Dwelling",497.6,1624,2000,1925
"1 One Dwelling",425,1410,2000,1935
"1 One Dwelling",265,938,1800,1920
"1 One Dwelling",377,973,1800,1920
"1 One Dwelling",450,1518,2200,1935
"1 One Dwelling",451.5,1431,2183,1935
"1 One Dwelling",437,1386,2158,1945
"1 One Dwelling",263.55,1036,2113,1920
"1 One Dwelling",365,992,1800,1915
"1 One Dwelling",385,1058,4000,1955
"1 One Dwelling",420,1244,2000,1920
"1 One Dwelling",455,1712,2425,1920
"1 One Dwelling",560,1885,1500,1955
"1 One Dwelling",330,868,2167,1925
"1 One Dwelling",440,1342,2300,1920
"1 One Dwelling",449,1232,3000,1920
"1 One Dwelling",510,1100,1799,2006
"1 One Dwelling",313.9,1100,1799,2006
"1 One Dwelling",600,1864,4000,1910
"1 One Dwelling",260,994,2000,1925
"2 Two Dwelling",485,1620,2175,1960
"2 Two Dwelling",443,1536,1200,1935
"2 Two Dwelling",515,2002,2767,1940
"2 Two Dwelling",489,1582,1667,1945
"2 Two Dwelling",586,1582,1667,1940
"2 Two Dwelling",318,1582,1667,1940
"2 Two Dwelling",40,2052,2800,1940
"2 Two Dwelling",335,2092,2200,1945
"2 Two Dwelling",450.5,1600,2500,1940
"2 Two Dwelling",500,1576,2250,1945
"2 Two Dwelling",440,1962,1800,1955
"2 Two Dwelling",165,1962,1800,1955
"2 Two Dwelling",495,2322,2500,1950
"2 Two Dwelling",360,1575,2000,1950
"2 Two Dwelling",340,2805,3000,2008
"2 Two Dwelling",385,1484,2192,1960
"2 Two Dwelling",295,1800,1512,1940
"2 Two Dwelling",483,1864,2500,1945
"2 Two Dwelling",530,1801,2600,1945
"2 Two Dwelling",315,1478,1992,1950
"2 Two Dwelling",538,2380,1740,1960
"2 Two Dwelling",700,2080,3500,2003
"2 Two Dwelling",640,1860,2700,1930
"2 Two Dwelling",530,1945,2167,1945
"2 Two Dwelling",100,2183,2398,1945
"2 Two Dwelling",600,2346,3100,1955
"2 Two Dwelling",566,2524,2183,1965
"2 Two Dwelling",565,3141,2208,1965
"2 Two Dwelling",590,3141,2208,1965
"2 Two Dwelling",580,3392,2317,1960
"2 Two Dwelling",520,2396,2400,1960
"2 Two Dwelling",685,2472,2400,1960
"2 Two Dwelling",382.014,2472,2400,1960
"2 Two Dwelling",619.5,3280,2200,1960
"2 Two Dwelling",450,3280,2200,1960
"2 Two Dwelling",147.046,2327,1992,1965
"2 Two Dwelling",443,1776,1309,1940
"2 Two Dwelling",580,1998,2389,1925
"2 Two Dwelling",335,1998,2389,1925
"2 Two Dwelling",570,2200,3100,1925
"2 Two Dwelling",540,1540,2112,1950
"2 Two Dwelling",650,2220,1800,1930
"2 Two Dwelling",500,1809,2300,1930
"2 Two Dwelling",672,1330,2025,1940
"2 Two Dwelling",535,1540,2225,1940
"2 Two Dwelling",334.62,1540,2225,1940
"2 Two Dwelling",100,2660,2358,1955
"2 Two Dwelling",445.2,1538,2000,1955
"2 Two Dwelling",25,2010,2500,1920
"2 Two Dwelling",25,2010,2500,1920
"2 Two Dwelling",590,2088,2558,1925
"3 Three Dwelling",729,3465,2100,1990
"3 Three Dwelling",50,2240,2400,1965
"3 Three Dwelling",620,2698,2108,1975
"3 Three Dwelling",300,2244,5000,1920
"1 One Dwelling",340.969,944,2500,1901
"1 One Dwelling",1485.369,3920,2200,1925
"1 One Dwelling",2225,3780,1575,1899
"1 One Dwelling",3717.7,2733,910,2014
"1 One Dwelling",1750,2424,1410,1899
"2 Two Dwelling",2670,3648,945,1899
"2 Two Dwelling",2500,3336,1867,1899
"2 Two Dwelling",2500,3696,1867,1931
"2 Two Dwelling",2995,2668,1760,1899
"2 Two Dwelling",1595,1386,2100,1899
"2 Two Dwelling",995,1054,1433,1899
"2 Two Dwelling",4775,2690,1587,1960
"2 Two Dwelling",2385,2584,1375,1905
"2 Two Dwelling",4210,3680,2000,1899
"2 Two Dwelling",3200,1800,1460,1910
"2 Two Dwelling",1527.09,4950,2200,1900
"2 Two Dwelling",1575,2180,1188,1901
"2 Two Dwelling",2100,1800,1400,1899
"2 Two Dwelling",3400,3360,1643,1899
"2 Two Dwelling",2350,2590,1603,1930
"3 Three Dwelling",2000,3240,2000,1899
"3 Three Dwelling",2100,2700,2000,1900
"3 Three Dwelling",480,3544,2100,1899
"3 Three Dwelling",3200,3200,1995,1899
"3 Three Dwelling",3000,5440,2000,1900
"3 Three Dwelling",2450,2800,2000,1899
"3 Three Dwelling",5250,4000,2000,1901
"3 Three Dwelling",2900,3200,2460,1905
"3 Three Dwelling",3972.1,2250,1590,2014
"3 Three Dwelling",2575,2610,2533,1899
"3 Three Dwelling",501,3780,2100,1910
"1 One Dwelling",448,1176,3125,1925
"1 One Dwelling",510,868,1212,1925
"1 One Dwelling",413.4,882,2142,1935
"1 One Dwelling",107.251,1296,3200,1955
"1 One Dwelling",328.6,868,1494,1930
"1 One Dwelling",370,883,1800,1920
"1 One Dwelling",380,826,1760,1920
"1 One Dwelling",395,868,1760,1920
"1 One Dwelling",360,868,1440,1920
"1 One Dwelling",80,1584,1800,2005
"1 One Dwelling",304.2,1485,1485,1920
"1 One Dwelling",430,1824,3600,1920
"1 One Dwelling",465,1664,1800,2001
"1 One Dwelling",512,856,1800,1920
"1 One Dwelling",625,2436,1800,1920
"1 One Dwelling",363.75,706,1800,1920
"1 One Dwelling",299,892,1800,1949
"1 One Dwelling",354,1800,1800,1986
"1 One Dwelling",460,1640,1800,1920
"1 One Dwelling",298.65,768,1800,1920
"1 One Dwelling",520,1545,1800,2012
"1 One Dwelling",410,1320,1800,1920
"1 One Dwelling",395,1458,1800,1988
"1 One Dwelling",625,957,3600,1935
"1 One Dwelling",530,1200,1800,1960
"1 One Dwelling",425,1728,1800,1930
"1 One Dwelling",115.5,660,1800,1925
"1 One Dwelling",318,1632,1800,1920
"1 One Dwelling",128,1219,3600,1920
"1 One Dwelling",335,1200,1700,1925
"1 One Dwelling",420,1368,3570,1920
"1 One Dwelling",340,2400,1680,1997
"1 One Dwelling",340,2400,1680,1997
"1 One Dwelling",480,1800,1785,1990
"1 One Dwelling",535,1089,3570,1925
"1 One Dwelling",580,1131,3570,1925
"1 One Dwelling",445,1034,3570,1945
"1 One Dwelling",450,1200,1785,1925
"1 One Dwelling",410,916,1800,1925
"1 One Dwelling",310,700,1800,1925
"1 One Dwelling",415,800,1800,1925
"1 One Dwelling",375,700,1800,1925
"1 One Dwelling",465,1216,1440,1965
"1 One Dwelling",300,1812,2025,1920
"1 One Dwelling",230,650,1800,1920
"1 One Dwelling",469,1560,1800,1920
"1 One Dwelling",375,648,1800,1925
"1 One Dwelling",380,1216,1440,1955
"1 One Dwelling",379,1059,1800,1925
"1 One Dwelling",550,1411,1800,1925
"1 One Dwelling",681.164,1738,1800,1925
"1 One Dwelling",145,790,1800,1925
"1 One Dwelling",469,1744,5250,1920
"1 One Dwelling",405,1248,1733,1920
"1 One Dwelling",396.499,1484,1733,1920
"1 One Dwelling",455,1512,1680,1920
"1 One Dwelling",540,1348,3570,1930
"1 One Dwelling",360,2046,3570,1925
"1 One Dwelling",479.25,1750,1785,2005
"1 One Dwelling",450,806,1785,1920
"1 One Dwelling",210,1089,3570,1920
"1 One Dwelling",250,1360,1466,1960
"1 One Dwelling",420,1552,1785,1925
"1 One Dwelling",430,1392,1785,1925
"1 One Dwelling",480,1360,1479,1965
"1 One Dwelling",300,1026,3536,1945
"1 One Dwelling",280,1360,1501,1955
"1 One Dwelling",482.5,1047,3570,1925
"1 One Dwelling",365,1179,1785,1925
"1 One Dwelling",259,324,1785,1925
"1 One Dwelling",200,324,1785,1925
"1 One Dwelling",402,975,1785,1925
"1 One Dwelling",395,1440,1785,1925
"1 One Dwelling",450,728,1785,1925
"2 Two Dwelling",570,1563,2025,1955
"2 Two Dwelling",500,2600,3570,1920
"2 Two Dwelling",419,1536,1785,1930
"2 Two Dwelling",460,1344,1785,1920
"2 Two Dwelling",690,1976,2013,1955
"1 One Dwelling",3920.262,3745,1875,2015
"1 One Dwelling",2688,2412,2975,1910
"1 One Dwelling",1305,1152,1406,1915
"1 One Dwelling",1310,1734,1775,1901
"1 One Dwelling",999.95,1050,2500,1901
"1 One Dwelling",825,1800,1290,1899
"2 Two Dwelling",3775,4463,1600,2015
"2 Two Dwelling",1575,1140,1550,1899
"2 Two Dwelling",1950,1448,2000,1920
"2 Two Dwelling",725,2220,2700,1905
"2 Two Dwelling",3100,2360,1348,1899
"2 Two Dwelling",3456,2400,1720,1910
"2 Two Dwelling",1362,1540,2000,1899
"2 Two Dwelling",943,2128,1667,1901
"2 Two Dwelling",1150,1908,1800,1899
"2 Two Dwelling",50,3000,1000,1931
"2 Two Dwelling",1250,2400,1284,1899
"2 Two Dwelling",150,2400,1284,1899
"2 Two Dwelling",1550,1652,1800,1899
"2 Two Dwelling",1390,1276,1792,1899
"2 Two Dwelling",1425,1620,1638,1899
"2 Two Dwelling",860,1848,1313,1899
"3 Three Dwelling",1250,2400,2500,1901
"3 Three Dwelling",2760,3165,2000,1899
"3 Three Dwelling",3500,4500,2715,1901
"3 Three Dwelling",1500,2480,2000,1920
"3 Three Dwelling",1150,3000,2120,1899
"3 Three Dwelling",2145,1950,1440,1901
"3 Three Dwelling",2450,3520,2500,1899
"3 Three Dwelling",2145,2193,1717,1899
"3 Three Dwelling",750,1680,2557,1899
"3 Three Dwelling",960,1875,1358,1910
"1 One Dwelling",1625,2500,1600,1929
"1 One Dwelling",850,1372,2000,1930
"1 One Dwelling",820,1410,2000,1935
"1 One Dwelling",1100,2800,1950,1931
"1 One Dwelling",700,1400,2000,1930
"1 One Dwelling",838,1196,2000,1925
"1 One Dwelling",833.8,1204,2000,1925
"1 One Dwelling",780,1288,2000,1925
"1 One Dwelling",650,1456,1128,1945
"1 One Dwelling",790,1138,3000,1930
"1 One Dwelling",839.9,1184,1800,1930
"1 One Dwelling",842,1312,2800,1930
"1 One Dwelling",1150,1756,2667,1925
"1 One Dwelling",735,1428,1782,1925
"1 One Dwelling",860,1588,2700,1915
"1 One Dwelling",550,1296,1700,1910
"1 One Dwelling",790,1370,1179,1920
"1 One Dwelling",750,1144,2060,1920
"1 One Dwelling",755,1502,1409,1930
"1 One Dwelling",748,1332,1875,1920
"1 One Dwelling",699.999,2220,1575,1910
"1 One Dwelling",760,1152,2546,1960
"1 One Dwelling",170,1152,1740,1960
"1 One Dwelling",699,1328,1909,1905
"1 One Dwelling",448,864,1786,1940
"1 One Dwelling",946.972,820,1933,1920
"1 One Dwelling",499,1149,1933,1920
"1 One Dwelling",473,1184,1843,1915
"1 One Dwelling",590,928,1536,1945
"1 One Dwelling",640,928,1457,1945
"1 One Dwelling",590,756,2000,1935
"1 One Dwelling",385,640,2000,1920
"1 One Dwelling",269,920,929,1920
"1 One Dwelling",753,1296,1875,1910
"1 One Dwelling",715,1656,1800,1901
"1 One Dwelling",680,1380,1890,1925
